Fund Holdings as of,"27/Aug/2020"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"ABC","AMERISOURCEBERGEN CORP","Equity","0.05","98.13","206,083.00","20,222,924.79","20,222,924.79","Health Care","US03073E1055","New York Stock Exchange Inc.","United States","USD"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Equity","0.05","87.50","231,058.00","20,217,575.00","20,217,575.00","Industrials","US3021301094","NASDAQ","United States","USD"
"NVR","NVR INC","Equity","0.05","4,218.28","4,770.00","20,121,195.60","20,121,195.60","Consumer Discretionary","US62944T1051","New York Stock Exchange Inc.","United States","USD"
"DRE","DUKE REALTY REIT CORP","Equity","0.05","38.94","511,387.00","19,913,409.78","19,913,409.78","Real Estate","US2644115055","New York Stock Exchange Inc.","United States","USD"
"IP","INTERNATIONAL PAPER","Equity","0.05","36.60","543,558.00","19,894,222.80","19,894,222.80","Materials","US4601461035","New York Stock Exchange Inc.","United States","USD"
"HRL","HORMEL FOODS CORP","Equity","0.05","51.31","387,525.00","19,883,907.75","19,883,907.75","Consumer Staples","US4404521001","New York Stock Exchange Inc.","United States","USD"
"PAYC","PAYCOM SOFTWARE INC","Equity","0.05","293.00","67,275.00","19,711,575.00","19,711,575.00","Information Technology","US70432V1026","New York Stock Exchange Inc.","United States","USD"
"FMC","FMC CORP","Equity","0.05","109.41","179,652.00","19,655,725.32","19,655,725.32","Materials","US3024913036","New York Stock Exchange Inc.","United States","USD"
"ESS","ESSEX PROPERTY TRUST REIT INC","Equity","0.05","216.64","90,615.00","19,630,833.60","19,630,833.60","Real Estate","US2971781057","New York Stock Exchange Inc.","United States","USD"
"HAL","HALLIBURTON","Equity","0.05","16.02","1,216,636.00","19,490,508.72","19,490,508.72","Energy","US4062161017","New York Stock Exchange Inc.","United States","USD"
"ABMD","ABIOMED INC","Equity","0.05","311.10","62,508.00","19,446,238.80","19,446,238.80","Health Care","US0036541003","NASDAQ","United States","USD"
"SJM","JM SMUCKER","Equity","0.05","120.92","158,241.00","19,134,501.72","19,134,501.72","Consumer Staples","US8326964058","New York Stock Exchange Inc.","United States","USD"
"EXR","EXTRA SPACE STORAGE REIT INC","Equity","0.05","106.53","178,564.00","19,022,422.92","19,022,422.92","Real Estate","US30225T1025","New York Stock Exchange Inc.","United States","USD"
"SYF","SYNCHRONY FINANCIAL","Equity","0.05","25.58","742,630.00","18,996,475.40","18,996,475.40","Financials","US87165B1035","New York Stock Exchange Inc.","United States","USD"
"NUE","NUCOR CORP","Equity","0.05","45.55","416,436.00","18,968,659.80","18,968,659.80","Materials","US6703461052","New York Stock Exchange Inc.","United States","USD"
"MTB","M&T BANK CORP","Equity","0.05","105.87","177,345.00","18,775,515.15","18,775,515.15","Financials","US55261F1049","New York Stock Exchange Inc.","United States","USD"
"TYL","TYLER TECHNOLOGIES INC","Equity","0.05","340.38","54,983.00","18,715,113.54","18,715,113.54","Information Technology","US9022521051","New York Stock Exchange Inc.","United States","USD"
"GPC","GENUINE PARTS","Equity","0.05","93.65","199,356.00","18,669,689.40","18,669,689.40","Consumer Discretionary","US3724601055","New York Stock Exchange Inc.","United States","USD"
"IEX","IDEX CORP","Equity","0.05","178.74","104,300.00","18,642,582.00","18,642,582.00","Industrials","US45167R1041","New York Stock Exchange Inc.","United States","USD"
"LNT","ALLIANT ENERGY CORP","Equity","0.05","54.00","344,955.00","18,627,570.00","18,627,570.00","Utilities","US0188021085","NASDAQ","United States","USD"
"TIF","TIFFANY","Equity","0.05","123.23","151,016.00","18,609,701.68","18,609,701.68","Consumer Discretionary","US8865471085","New York Stock Exchange Inc.","United States","USD"
"STE","STERIS","Equity","0.05","156.93","117,698.00","18,470,347.14","18,470,347.14","Health Care","IE00BFY8C754","New York Stock Exchange Inc.","United States","USD"
"WAT","WATER CORP","Equity","0.05","215.76","85,573.00","18,463,230.48","18,463,230.48","Health Care","US9418481035","New York Stock Exchange Inc.","United States","USD"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Equity","0.05","116.38","158,431.00","18,438,199.78","18,438,199.78","Real Estate","US59522J1034","New York Stock Exchange Inc.","United States","USD"
"CHRW","CH ROBINSON WORLDWIDE INC","Equity","0.05","98.26","187,484.00","18,422,177.84","18,422,177.84","Industrials","US12541W2098","NASDAQ","United States","USD"
"BFB","BROWN FORMAN CORP CLASS B","Equity","0.05","72.90","252,261.00","18,389,826.90","18,389,826.90","Consumer Staples","US1156372096","New York Stock Exchange Inc.","United States","USD"
"EXPE","EXPEDIA GROUP INC","Equity","0.05","97.73","187,303.00","18,306,058.70","18,306,058.70","Consumer Discretionary","US30212P3038","NASDAQ","United States","USD"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Equity","0.05","123.58","147,813.00","18,266,730.54","18,266,730.54","Materials","US4595061015","New York Stock Exchange Inc.","United States","USD"
"NLOK","NORTONLIFELOCK INC","Equity","0.05","24.17","749,505.00","18,115,535.85","18,115,535.85","Information Technology","US6687711084","NASDAQ","United States","USD"
"MLM","MARTIN MARIETTA MATERIALS INC","Equity","0.05","209.08","86,610.00","18,108,418.80","18,108,418.80","Materials","US5732841060","New York Stock Exchange Inc.","United States","USD"
"SIVB","SVB FINANCIAL GROUP","Equity","0.05","252.04","71,629.00","18,053,373.16","18,053,373.16","Financials","US78486Q1013","NASDAQ","United States","USD"
"URI","UNITED RENTALS INC","Equity","0.04","179.02","99,602.00","17,830,750.04","17,830,750.04","Industrials","US9113631090","New York Stock Exchange Inc.","United States","USD"
"JKHY","JACK HENRY AND ASSOCIATES INC","Equity","0.04","165.85","106,638.00","17,685,912.30","17,685,912.30","Information Technology","US4262811015","NASDAQ","United States","USD"
"BXP","BOSTON PROPERTIES REIT INC","Equity","0.04","88.48","199,764.00","17,675,118.72","17,675,118.72","Real Estate","US1011211018","New York Stock Exchange Inc.","United States","USD"
"PKI","PERKINELMER INC","Equity","0.04","114.50","154,325.00","17,670,212.50","17,670,212.50","Health Care","US7140461093","New York Stock Exchange Inc.","United States","USD"
"ULTA","ULTA BEAUTY INC","Equity","0.04","223.95","78,403.00","17,558,351.85","17,558,351.85","Consumer Discretionary","US90384S3031","NASDAQ","United States","USD"
"KEY","KEYCORP","Equity","0.04","12.67","1,352,620.00","17,137,695.40","17,137,695.40","Financials","US4932671088","New York Stock Exchange Inc.","United States","USD"
"CE","CELANESE CORP","Equity","0.04","102.97","165,745.00","17,066,762.65","17,066,762.65","Materials","US1508701034","New York Stock Exchange Inc.","United States","USD"
"HPE","HEWLETT PACKARD ENTERPRISE","Equity","0.04","9.57","1,776,143.00","16,997,688.51","16,997,688.51","Information Technology","US42824C1099","New York Stock Exchange Inc.","United States","USD"
"LDOS","LEIDOS HOLDINGS INC","Equity","0.04","91.68","185,003.00","16,961,075.04","16,961,075.04","Information Technology","US5253271028","New York Stock Exchange Inc.","United States","USD"
"IR","INGERSOLL RAND INC","Equity","0.04","35.29","480,119.00","16,943,399.51","16,943,399.51","Industrials","US45687V1061","New York Stock Exchange Inc.","United States","USD"
"ETFC","E TRADE FINANCIAL CORP","Equity","0.04","54.51","310,083.00","16,902,624.33","16,902,624.33","Financials","US2692464017","NASDAQ","United States","USD"
"CINF","CINCINNATI FINANCIAL CORP","Equity","0.04","80.46","208,399.00","16,767,783.54","16,767,783.54","Financials","US1720621010","NASDAQ","United States","USD"
"HES","HESS CORP","Equity","0.04","46.42","361,026.00","16,758,826.92","16,758,826.92","Energy","US42809H1077","New York Stock Exchange Inc.","United States","USD"
"ATO","ATMOS ENERGY CORP","Equity","0.04","98.98","169,125.00","16,739,992.50","16,739,992.50","Utilities","US0495601058","New York Stock Exchange Inc.","United States","USD"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Equity","0.04","142.80","116,898.00","16,693,034.40","16,693,034.40","Industrials","US4456581077","NASDAQ","United States","USD"
"EVRG","EVERGY INC","Equity","0.04","52.92","313,936.00","16,613,493.12","16,613,493.12","Utilities","US30034W1062","New York Stock Exchange Inc.","United States","USD"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Equity","0.04","66.23","249,981.00","16,556,241.63","16,556,241.63","Industrials","US9297401088","New York Stock Exchange Inc.","United States","USD"
"ANET","ARISTA NETWORKS INC","Equity","0.04","222.18","74,515.00","16,555,742.70","16,555,742.70","Information Technology","US0404131064","New York Stock Exchange Inc.","United States","USD"
"AES","AES CORP","Equity","0.04","17.91","923,516.00","16,540,171.56","16,540,171.56","Utilities","US00130H1059","New York Stock Exchange Inc.","United States","USD"
"OKE","ONEOK INC","Equity","0.04","27.04","608,408.00","16,451,352.32","16,451,352.32","Energy","US6826801036","New York Stock Exchange Inc.","United States","USD"
"OMC","OMNICOM GROUP INC","Equity","0.04","54.96","299,082.00","16,437,546.72","16,437,546.72","Communication","US6819191064","New York Stock Exchange Inc.","United States","USD"
"FBHS","FORTUNE BRANDS HOME AND SECURITY I","Equity","0.04","84.86","193,571.00","16,426,435.06","16,426,435.06","Industrials","US34964C1062","New York Stock Exchange Inc.","United States","USD"
"ICSUAGD","BLK ICS USD LIQ AGENCY DIS","Money Market","0.04","1.00","16,386,049.00","16,386,049.08","16,386,049.08","Cash and/or Derivatives","IE00B50QMP13","-","Ireland","USD"
"TDY","TELEDYNE TECHNOLOGIES INC","Equity","0.04","321.64","50,707.00","16,309,399.48","16,309,399.48","Industrials","US8793601050","New York Stock Exchange Inc.","United States","USD"
"OXY","OCCIDENTAL PETROLEUM CORP","Equity","0.04","13.04","1,244,822.00","16,232,478.88","16,232,478.88","Energy","US6745991058","New York Stock Exchange Inc.","United States","USD"
"IT","GARTNER INC","Equity","0.04","130.72","124,043.00","16,214,900.96","16,214,900.96","Information Technology","US3666511072","New York Stock Exchange Inc.","United States","USD"
"J","JACOBS ENGINEERING GROUP INC","Equity","0.04","89.08","179,938.00","16,028,877.04","16,028,877.04","Industrials","US4698141078","New York Stock Exchange Inc.","United States","USD"
"PHM","PULTEGROUP INC","Equity","0.04","45.75","349,234.00","15,977,455.50","15,977,455.50","Consumer Discretionary","US7458671010","New York Stock Exchange Inc.","United States","USD"
"RCL","ROYAL CARIBBEAN GROUP LTD","Equity","0.04","66.60","239,572.00","15,955,495.20","15,955,495.20","Consumer Discretionary","LR0008862868","New York Stock Exchange Inc.","United States","USD"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Equity","0.04","44.34","354,034.00","15,697,867.56","15,697,867.56","Financials","US74251V1026","NASDAQ","United States","USD"
"MGM","MGM RESORTS INTERNATIONAL","Equity","0.04","22.81","682,179.00","15,560,502.99","15,560,502.99","Consumer Discretionary","US5529531015","New York Stock Exchange Inc.","United States","USD"
"CFG","CITIZENS FINANCIAL GROUP INC","Equity","0.04","26.01","596,371.00","15,511,609.71","15,511,609.71","Financials","US1746101054","New York Stock Exchange Inc.","United States","USD"
"CTL","CENTURYLINK INC","Equity","0.04","11.34","1,366,452.00","15,495,565.68","15,495,565.68","Communication","US1567001060","New York Stock Exchange Inc.","United States","USD"
"RF","REGIONS FINANCIAL CORP","Equity","0.04","11.70","1,322,943.00","15,478,433.10","15,478,433.10","Financials","US7591EP1005","New York Stock Exchange Inc.","United States","USD"
"WHR","WHIRLPOOL CORP","Equity","0.04","177.83","86,835.00","15,441,868.05","15,441,868.05","Consumer Discretionary","US9633201069","New York Stock Exchange Inc.","United States","USD"
"DRI","DARDEN RESTAURANTS INC","Equity","0.04","85.76","179,179.00","15,366,391.04","15,366,391.04","Consumer Discretionary","US2371941053","New York Stock Exchange Inc.","United States","USD"
"CNP","CENTERPOINT ENERGY INC","Equity","0.04","19.76","753,348.00","14,886,156.48","14,886,156.48","Utilities","US15189T1079","New York Stock Exchange Inc.","United States","USD"
"AAP","ADVANCE AUTO PARTS INC","Equity","0.04","154.72","96,137.00","14,874,316.64","14,874,316.64","Consumer Discretionary","US00751Y1064","New York Stock Exchange Inc.","United States","USD"
"BIO","BIO RAD LABORATORIES INC CLASS A","Equity","0.04","497.15","29,606.00","14,718,622.90","14,718,622.90","Health Care","US0905722072","New York Stock Exchange Inc.","United States","USD"
"WDC","WESTERN DIGITAL CORP","Equity","0.04","35.24","414,400.00","14,603,456.00","14,603,456.00","Information Technology","US9581021055","NASDAQ","United States","USD"
"STX","SEAGATE TECHNOLOGY PLC","Equity","0.04","45.55","313,720.00","14,289,946.00","14,289,946.00","Information Technology","IE00B58JVZ52","NASDAQ","United States","USD"
"HAS","HASBRO INC","Equity","0.04","80.68","177,012.00","14,281,328.16","14,281,328.16","Consumer Discretionary","US4180561072","NASDAQ","United States","USD"
"CXO","CONCHO RESOURCES INC","Equity","0.04","51.81","275,616.00","14,279,664.96","14,279,664.96","Energy","US20605P1012","New York Stock Exchange Inc.","United States","USD"
"UDR","UDR REIT INC","Equity","0.04","34.93","407,863.00","14,246,654.59","14,246,654.59","Real Estate","US9026531049","New York Stock Exchange Inc.","United States","USD"
"CBOE","CBOE GLOBAL MARKETS INC","Equity","0.04","92.41","152,293.00","14,073,396.13","14,073,396.13","Financials","US12503M1080","Cboe BZX formerly known as BATS","United States","USD"
"EMN","EASTMAN CHEMICAL","Equity","0.03","73.89","189,051.00","13,968,978.39","13,968,978.39","Materials","US2774321002","New York Stock Exchange Inc.","United States","USD"
"WU","WESTERN UNION","Equity","0.03","23.85","574,465.00","13,700,990.25","13,700,990.25","Information Technology","US9598021098","New York Stock Exchange Inc.","United States","USD"
"HBAN","HUNTINGTON BANCSHARES INC","Equity","0.03","9.64","1,417,303.00","13,662,800.92","13,662,800.92","Financials","US4461501045","NASDAQ","United States","USD"
"XRAY","DENTSPLY SIRONA INC","Equity","0.03","44.73","305,347.00","13,658,171.31","13,658,171.31","Health Care","US24906P1093","NASDAQ","United States","USD"
"NTAP","NETAPP INC","Equity","0.03","43.91","307,731.00","13,512,468.21","13,512,468.21","Information Technology","US64110D1046","NASDAQ","United States","USD"
"ALB","ALBEMARLE CORP","Equity","0.03","91.13","147,702.00","13,460,083.26","13,460,083.26","Materials","US0126531013","New York Stock Exchange Inc.","United States","USD"
"PKG","PACKAGING CORP OF AMERICA","Equity","0.03","102.10","131,627.00","13,439,116.70","13,439,116.70","Materials","US6951561090","New York Stock Exchange Inc.","United States","USD"
"LKQ","LKQ CORP","Equity","0.03","31.76","420,725.00","13,362,226.00","13,362,226.00","Consumer Discretionary","US5018892084","NASDAQ","United States","USD"
"HSIC","HENRY SCHEIN INC","Equity","0.03","66.45","200,989.00","13,355,719.05","13,355,719.05","Health Care","US8064071025","NASDAQ","United States","USD"
"BKR","BAKER HUGHES CLASS A","Equity","0.03","14.73","906,032.00","13,345,851.36","13,345,851.36","Energy","US05722G1004","New York Stock Exchange Inc.","United States","USD"
"AVY","AVERY DENNISON CORP","Equity","0.03","116.29","114,634.00","13,330,787.86","13,330,787.86","Materials","US0536111091","New York Stock Exchange Inc.","United States","USD"
"ALLE","ALLEGION PLC","Equity","0.03","103.24","127,267.00","13,139,045.08","13,139,045.08","Industrials","IE00BFRT3W74","New York Stock Exchange Inc.","United States","USD"
"FOXA","FOX CORP CLASS A","Equity","0.03","27.57","473,982.00","13,067,683.74","13,067,683.74","Communication","US35137L1052","NASDAQ","United States","USD"
"RJF","RAYMOND JAMES INC","Equity","0.03","76.74","169,564.00","13,012,341.36","13,012,341.36","Financials","US7547301090","New York Stock Exchange Inc.","United States","USD"
"LW","LAMB WESTON HOLDINGS INC","Equity","0.03","62.45","203,479.00","12,707,263.55","12,707,263.55","Consumer Staples","US5132721045","New York Stock Exchange Inc.","United States","USD"
"UAL","UNITED AIRLINES HOLDINGS INC","Equity","0.03","36.22","349,518.00","12,659,541.96","12,659,541.96","Industrials","US9100471096","NASDAQ","United States","USD"
"CPB","CAMPBELL SOUP","Equity","0.03","53.29","235,603.00","12,555,283.87","12,555,283.87","Consumer Staples","US1344291091","New York Stock Exchange Inc.","United States","USD"
"DISH","DISH NETWORK CORP CLASS A","Equity","0.03","34.71","357,109.00","12,395,253.39","12,395,253.39","Communication","US25470M1099","NASDAQ","United States","USD"
"RE","EVEREST RE GROUP LTD","Equity","0.03","221.88","55,808.00","12,382,679.04","12,382,679.04","Financials","BMG3223R1088","New York Stock Exchange Inc.","United States","USD"
"WRB","WR BERKLEY CORP","Equity","0.03","63.23","195,183.00","12,341,421.09","12,341,421.09","Financials","US0844231029","New York Stock Exchange Inc.","United States","USD"
"TXT","TEXTRON INC","Equity","0.03","39.32","313,541.00","12,328,432.12","12,328,432.12","Industrials","US8832031012","New York Stock Exchange Inc.","United States","USD"
"L","LOEWS CORP","Equity","0.03","36.78","334,778.00","12,313,134.84","12,313,134.84","Financials","US5404241086","New York Stock Exchange Inc.","United States","USD"
"IRM","IRON MOUNTAIN INC","Equity","0.03","30.45","400,103.00","12,183,136.35","12,183,136.35","Real Estate","US46284V1017","New York Stock Exchange Inc.","United States","USD"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Equity","0.03","111.94","108,143.00","12,105,527.42","12,105,527.42","Health Care","US9139031002","New York Stock Exchange Inc.","United States","USD"
"BWA","BORGWARNER INC","Equity","0.03","40.76","288,949.00","11,777,561.24","11,777,561.24","Consumer Discretionary","US0997241064","New York Stock Exchange Inc.","United States","USD"
"NI","NISOURCE INC","Equity","0.03","22.18","529,405.00","11,742,202.90","11,742,202.90","Utilities","US65473P1057","New York Stock Exchange Inc.","United States","USD"
"WYNN","WYNN RESORTS LTD","Equity","0.03","86.52","135,171.00","11,694,994.92","11,694,994.92","Consumer Discretionary","US9831341071","NASDAQ","United States","USD"
"GL","GLOBE LIFE INC","Equity","0.03","85.09","136,766.00","11,637,418.94","11,637,418.94","Financials","US37959E1029","New York Stock Exchange Inc.","United States","USD"
"MYL","MYLAN NV","Equity","0.03","16.18","718,750.00","11,629,375.00","11,629,375.00","Health Care","NL0011031208","NASDAQ","United States","USD"
"NRG","NRG ENERGY INC","Equity","0.03","33.73","339,831.00","11,462,499.63","11,462,499.63","Utilities","US6293775085","New York Stock Exchange Inc.","United States","USD"
"PNW","PINNACLE WEST CORP","Equity","0.03","73.23","156,440.00","11,456,101.20","11,456,101.20","Utilities","US7234841010","New York Stock Exchange Inc.","United States","USD"
"LYV","LIVE NATION ENTERTAINMENT INC","Equity","0.03","57.26","197,235.00","11,293,676.10","11,293,676.10","Communication","US5380341090","New York Stock Exchange Inc.","United States","USD"
"HST","HOST HOTELS & RESORTS REIT INC","Equity","0.03","11.33","983,937.00","11,148,006.21","11,148,006.21","Real Estate","US44107P1049","New York Stock Exchange Inc.","United States","USD"
"SNA","SNAP ON INC","Equity","0.03","147.62","75,231.00","11,105,600.22","11,105,600.22","Industrials","US8330341012","New York Stock Exchange Inc.","United States","USD"
"WRK","WESTROCK","Equity","0.03","30.84","359,977.00","11,101,690.68","11,101,690.68","Materials","US96145D1054","New York Stock Exchange Inc.","United States","USD"
"JNPR","JUNIPER NETWORKS INC","Equity","0.03","23.87","459,924.00","10,978,385.88","10,978,385.88","Information Technology","US48203R1041","New York Stock Exchange Inc.","United States","USD"
"FFIV","F5 NETWORKS INC","Equity","0.03","128.76","84,830.00","10,922,710.80","10,922,710.80","Information Technology","US3156161024","NASDAQ","United States","USD"
"ROL","ROLLINS INC","Equity","0.03","55.18","197,101.00","10,876,033.18","10,876,033.18","Industrials","US7757111049","New York Stock Exchange Inc.","United States","USD"
"COG","CABOT OIL & GAS CORP","Equity","0.03","19.07","560,189.00","10,682,804.23","10,682,804.23","Energy","US1270971039","New York Stock Exchange Inc.","United States","USD"
"CCL","CARNIVAL CORP","Equity","0.03","16.12","655,294.00","10,563,339.28","10,563,339.28","Consumer Discretionary","PA1436583006","New York Stock Exchange Inc.","United States","USD"
"PNR","PENTAIR","Equity","0.03","45.60","230,411.00","10,506,741.60","10,506,741.60","Industrials","IE00BLS09M33","New York Stock Exchange Inc.","United States","USD"
"AIZ","ASSURANT INC","Equity","0.03","123.66","83,097.00","10,275,775.02","10,275,775.02","Financials","US04621X1081","New York Stock Exchange Inc.","United States","USD"
"DVA","DAVITA INC","Equity","0.03","86.95","117,873.00","10,249,057.35","10,249,057.35","Health Care","US23918K1088","New York Stock Exchange Inc.","United States","USD"
"LNC","LINCOLN NATIONAL CORP","Equity","0.03","37.01","272,181.00","10,073,418.81","10,073,418.81","Financials","US5341871094","New York Stock Exchange Inc.","United States","USD"
"PRGO","PERRIGO PLC","Equity","0.02","52.39","190,353.00","9,972,593.67","9,972,593.67","Health Care","IE00BGH1M568","New York Stock Exchange Inc.","United States","USD"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Equity","0.02","18.40","541,604.00","9,965,513.60","9,965,513.60","Communication","US4606901001","New York Stock Exchange Inc.","United States","USD"
"PWR","QUANTA SERVICES INC","Equity","0.02","51.00","195,424.00","9,966,624.00","9,966,624.00","Industrials","US74762E1029","New York Stock Exchange Inc.","United States","USD"
"CF","CF INDUSTRIES HOLDINGS INC","Equity","0.02","33.24","298,638.00","9,926,727.12","9,926,727.12","Materials","US1252691001","New York Stock Exchange Inc.","United States","USD"
"TAP","MOLSON COORS BREWING CLASS B","Equity","0.02","37.57","262,544.00","9,863,778.08","9,863,778.08","Consumer Staples","US60871R2094","New York Stock Exchange Inc.","United States","USD"
"LB","L BRANDS INC","Equity","0.02","29.93","325,884.00","9,753,708.12","9,753,708.12","Consumer Discretionary","US5017971046","New York Stock Exchange Inc.","United States","USD"
"REG","REGENCY CENTERS REIT CORP","Equity","0.02","40.65","234,678.00","9,539,660.70","9,539,660.70","Real Estate","US7588491032","NASDAQ","United States","USD"
"CSSE","CASH COLLATERAL USD CSFBI","Cash Collateral and Margins","0.02","100.00","9,533,288.00","9,533,288.00","9,533,288.00","Cash and/or Derivatives","-","-","United States","USD"
"AAL","AMERICAN AIRLINES GROUP INC","Equity","0.02","13.28","700,582.00","9,303,728.96","9,303,728.96","Industrials","US02376R1023","NASDAQ","United States","USD"
"HWM","HOWMET AEROSPACE INC","Equity","0.02","17.43","531,719.00","9,267,862.17","9,267,862.17","Industrials","US4432011082","New York Stock Exchange Inc.","United States","USD"
"AOS","A O SMITH CORP","Equity","0.02","49.20","188,173.00","9,258,111.60","9,258,111.60","Industrials","US8318652091","New York Stock Exchange Inc.","United States","USD"
"DISCK","DISCOVERY INC SERIES C","Equity","0.02","20.61","437,475.00","9,016,359.75","9,016,359.75","Communication","US25470F3029","NASDAQ","United States","USD"
"MOS","MOSAIC","Equity","0.02","18.42","480,172.00","8,844,768.24","8,844,768.24","Materials","US61945C1036","New York Stock Exchange Inc.","United States","USD"
"SEE","SEALED AIR CORP","Equity","0.02","40.66","217,127.00","8,828,383.82","8,828,383.82","Materials","US81211K1007","New York Stock Exchange Inc.","United States","USD"
"FANG","DIAMONDBACK ENERGY INC","Equity","0.02","39.77","220,640.00","8,774,852.80","8,774,852.80","Energy","US25278X1090","NASDAQ","United States","USD"
"RHI","ROBERT HALF","Equity","0.02","53.99","161,153.00","8,700,650.47","8,700,650.47","Industrials","US7703231032","New York Stock Exchange Inc.","United States","USD"
"NWL","NEWELL BRANDS INC","Equity","0.02","16.19","532,918.00","8,627,942.42","8,627,942.42","Consumer Discretionary","US6512291062","NASDAQ","United States","USD"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Equity","0.02","153.44","56,184.00","8,620,872.96","8,620,872.96","Industrials","US4464131063","New York Stock Exchange Inc.","United States","USD"
"VNO","VORNADO REALTY TRUST REIT","Equity","0.02","36.88","222,570.00","8,208,381.60","8,208,381.60","Real Estate","US9290421091","New York Stock Exchange Inc.","United States","USD"
"BEN","FRANKLIN RESOURCES INC","Equity","0.02","21.35","382,196.00","8,159,884.60","8,159,884.60","Financials","US3546131018","New York Stock Exchange Inc.","United States","USD"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Equity","0.02","81.41","98,793.00","8,042,738.13","8,042,738.13","Real Estate","US3137472060","New York Stock Exchange Inc.","United States","USD"
"NWSA","NEWS CORP CLASS A","Equity","0.02","15.06","533,522.00","8,034,841.32","8,034,841.32","Communication","US65249B1098","NASDAQ","United States","USD"
"CMA","COMERICA INC","Equity","0.02","40.09","197,656.00","7,924,029.04","7,924,029.04","Financials","US2003401070","New York Stock Exchange Inc.","United States","USD"
"MHK","MOHAWK INDUSTRIES INC","Equity","0.02","96.96","81,293.00","7,882,169.28","7,882,169.28","Consumer Discretionary","US6081901042","New York Stock Exchange Inc.","United States","USD"
"HBI","HANESBRANDS INC","Equity","0.02","15.73","495,861.00","7,799,893.53","7,799,893.53","Consumer Discretionary","US4103451021","New York Stock Exchange Inc.","United States","USD"
"APA","APACHE CORP","Equity","0.02","14.60","528,709.00","7,719,151.40","7,719,151.40","Energy","US0374111054","NASDAQ","United States","USD"
"NLSN","NIELSEN HOLDINGS PLC","Equity","0.02","15.28","500,116.00","7,641,772.48","7,641,772.48","Industrials","GB00BWFY5505","New York Stock Exchange Inc.","United States","USD"
"LEG","LEGGETT & PLATT INC","Equity","0.02","41.13","185,420.00","7,626,324.60","7,626,324.60","Consumer Discretionary","US5246601075","New York Stock Exchange Inc.","United States","USD"
"ZION","ZIONS BANCORPORATION","Equity","0.02","33.29","228,820.00","7,617,417.80","7,617,417.80","Financials","US9897011071","NASDAQ","United States","USD"
"IPGP","IPG PHOTONICS CORP","Equity","0.02","155.31","48,723.00","7,567,169.13","7,567,169.13","Information Technology","US44980X1090","NASDAQ","United States","USD"
"AIV","APARTMENT INVESTMENT AND MANAGEMEN","Equity","0.02","36.12","204,574.00","7,389,212.88","7,389,212.88","Real Estate","US03748R7540","New York Stock Exchange Inc.","United States","USD"
"KIM","KIMCO REALTY REIT CORP","Equity","0.02","11.88","598,223.00","7,106,889.24","7,106,889.24","Real Estate","US49446R1095","New York Stock Exchange Inc.","United States","USD"
"DXC","DXC TECHNOLOGY","Equity","0.02","19.76","351,040.00","6,936,550.40","6,936,550.40","Information Technology","US23355L1061","New York Stock Exchange Inc.","United States","USD"
"FLIR","FLIR SYSTEMS INC","Equity","0.02","36.07","183,808.00","6,629,954.56","6,629,954.56","Information Technology","US3024451011","NASDAQ","United States","USD"
"NBL","NOBLE ENERGY INC","Equity","0.02","10.04","657,526.00","6,601,561.04","6,601,561.04","Energy","US6550441058","NASDAQ","United States","USD"
"NOV","NATIONAL OILWELL VARCO INC","Equity","0.02","12.07","545,930.00","6,589,375.10","6,589,375.10","Energy","US6370711011","New York Stock Exchange Inc.","United States","USD"
"ALK","ALASKA AIR GROUP INC","Equity","0.02","38.50","169,227.00","6,515,239.50","6,515,239.50","Industrials","US0116591092","New York Stock Exchange Inc.","United States","USD"
"PBCT","PEOPLES UNITED FINANCIAL INC","Equity","0.02","10.72","593,712.00","6,364,592.64","6,364,592.64","Financials","US7127041058","NASDAQ","United States","USD"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Equity","0.02","16.65","378,732.00","6,305,887.80","6,305,887.80","Consumer Discretionary","BMG667211046","New York Stock Exchange Inc.","United States","USD"
"FOX","FOX CORP CLASS B","Equity","0.02","27.64","221,562.00","6,123,973.68","6,123,973.68","Communication","US35137L2043","NASDAQ","United States","USD"
"MRO","MARATHON OIL CORP","Equity","0.01","5.36","1,098,521.00","5,888,072.56","5,888,072.56","Energy","US5658491064","New York Stock Exchange Inc.","United States","USD"
"DVN","DEVON ENERGY CORP","Equity","0.01","10.76","530,877.00","5,712,236.52","5,712,236.52","Energy","US25179M1036","New York Stock Exchange Inc.","United States","USD"
"TPR","TAPESTRY INC","Equity","0.01","14.89","378,380.00","5,634,078.20","5,634,078.20","Consumer Discretionary","US8760301072","New York Stock Exchange Inc.","United States","USD"
